text,label,labels,original_index,predicted_label,predicted_numeric,confidence,correct,prob_neutral,prob_positive,prob_negative
"1 Introduction A hypergraph, as demonstrated by Huang and Chiang (2007), is a compact data-structure that can encode an exponential number of hypotheses generated by a regular phrase-based machine translation (MT) system (e.g., Koehn et al",p,1,193,o,0,0.91893435,False,0.91893435,0.076768376,0.0042972714
"We build sentencespecific zero-cutoff stupid-backoff (Brants et al., 2007) 5-gram language models, estimated using 4.7B words of English newswire text, and apply them to rescore either 10000-best lists generated by HCP or word lattices generated by HiFST",o,0,194,o,0,0.9635579,True,0.9635579,0.032066137,0.004375852
"(Blitzer et al., 2006; Jiang and Zhai, 2007; Daume III, 2007; Finkel and Manning, 2009), or [S+T-], where no labeled target domain data is available, e.g",o,0,195,o,0,0.8219025,True,0.8219025,0.030918304,0.14717923
"Words appearing in similax grammatical contexts are assumed to be similar, and therefore classified into the same class (Lin, 1998; Grefenstette, 1994; Grefenstette, 1992; Ruge, 1992; Hindle, 1990)",o,0,196,o,0,0.9623724,True,0.9623724,0.03374032,0.0038871753
"For instance, Pang and Lee (2004) train an independent subjectivity classifier to identify and remove objective sentences from a review prior to polarity classification",o,0,197,o,0,0.96516424,True,0.96516424,0.030077953,0.004757861
"The averaged version of the perceptron (Collins, 2002), like the voted perceptron (Freund and Schapire, 1999), reduces the effect of over-training",p,1,198,o,0,0.72227174,False,0.72227174,0.20130345,0.07642483
urran (2002) and Lin (1998) use syntactic features in the vector definitio,o,0,199,o,0,0.9651239,True,0.9651239,0.031097794,0.003778351
"For example, in the context of syntactic disambiguation, Black (1993) and Magerman (1995) proposed statistical parsing models based-on decisiontree learning techniques, which incorporated not only syntactic but also lexical/semantic information in the decision-trees",o,0,200,o,0,0.95493996,True,0.95493996,0.040790543,0.0042694807
"(2) We note that these posterior probabilities can be computed efficiently for some alignment models such as the HMM (Vogel et al. , 1996; Och and Ney, 2003), Models 1 and 2 (Brown et al. , 1993)",p,1,201,o,0,0.6592415,False,0.6592415,0.27886793,0.061890535
"Second, instead of disambiguating phrase senses as in (Carpuat and Wu, 2007), we model word selection independently of the phrases used in the MT models",o,0,202,o,0,0.9445733,True,0.9445733,0.026496239,0.028930414
"Successflfl examples of reuse of data resources include: the WordNet thesaurus (Miller el; al. , 1993); the Penn Tree Bank (Marcus et al. , 1993); the Longmans Dictionary of Contemporary English (Summers, 1995)",p,1,203,o,0,0.8611829,False,0.8611829,0.12925957,0.0095575405
"354 supervised induction techniques that have been successfully developed for English (e.g., Schutze (1995), Clark (2003)), including the recentlyproposed prototype-driven approach (Haghighi and Klein, 2006) and Bayesian approach (Goldwater and Griffiths, 2007)",o,0,204,p,1,0.8771683,False,0.11842235,0.8771683,0.0044093626
"Therefore, estimating a natural language model based on the maximum entropy (ME) method (Pietra et al. , 1995; Berger et al. , 1996) has been highlighted recently",o,0,205,o,0,0.76085997,True,0.76085997,0.23001863,0.009121382
"Many traditional clustering techniques [Brown et al. , 1992] attempt to maximize the average mutual information of adjacent clusters  = 21, 2 12 2121 )( )|( log)(),( WW WP WWP WWPWWI, (2) where the same clusters are used for both predicted and conditional words",o,0,206,o,0,0.897552,True,0.897552,0.07815246,0.02429562
"GIZA++ refined alignments have been used in state-of-the-art phrase-based statistical MT systems such as (Och, 2004); variations on the refined heuristic have been used by (Koehn et al., 2003) (diag and diag-and) and by the phrase-based system Moses (grow-diag-final) (Koehn et al., 2007)",o,0,207,p,1,0.61929554,False,0.37562174,0.61929554,0.0050827283
"and Gildea, 2007; Zhang et al., 2006; Gildea, Satta, and Zhang, 2006)",o,0,208,o,0,0.96397424,True,0.96397424,0.02692846,0.009097309
"(2008)], and distributional methods [e.g., Bergsma et al",o,0,209,o,0,0.96859956,True,0.96859956,0.024660356,0.0067401202
"9.1 Training Methodology Given a training set, we first run a variant of IBM alignment model 1 (Brown et al., 1993) for 100 iterations, and then initialize Model I with the learned parameter values",o,0,210,o,0,0.95742965,True,0.95742965,0.038822155,0.003748229
"In this method, the decision list (DL) learning algorithm (Yarowsky, 1995) is used",o,0,211,o,0,0.95044106,True,0.95044106,0.04400595,0.005553054
"This was used, for example, by (Thelen and Riloff, 2002; Collins and Singer, 1999) in information extraction, and by (Smith and Eisner, 2005) in POS tagging",o,0,212,o,0,0.96000576,True,0.96000576,0.03697439,0.0030198905
"For the mean field approximation, propagating the error all the way back through the structure of the graphical model requires a more complicated calculation, but it can still be done efficiently (see (Titov and Henderson, 2007) for details)",p,1,213,o,0,0.40579933,False,0.40579933,0.20622729,0.38797343
"The features used by the POS tagger, some of which are different to those from Collins (2002) and are specific to Chinese, are shown in Table 2",o,0,214,o,0,0.9270754,True,0.9270754,0.043871004,0.029053655
"Collins and Roark (2004) used the averaged perceptron (Collins, 2002a)",o,0,215,o,0,0.9635606,True,0.9635606,0.029118327,0.007321041
"Using Maximum Entropy (Berger, et al. 1996) classifiers I built a parser that achieves a throughput of over 200 sentences per second, with a small loss in accuracy of about 23 %",o,0,216,o,0,0.81292707,True,0.81292707,0.16808496,0.018987969
"Barzilay and Lee (2003) proposed to apply multiple-sequence alignment (MSA) for traditional, sentence-level PR",o,0,217,o,0,0.9673798,True,0.9673798,0.02814472,0.0044754846
"For details please refer to (Wu 1995, Wu 1997)",o,0,218,o,0,0.9585758,True,0.9585758,0.03696779,0.0044564605
"This is in contrast to work by researchers such as Schiitze and Pedersen (1992), Brown et al (1992) and Futrelle and Gauch (1995), where it is often the most frequent words in the lexicon which are clustered, predominantly with the purpose of determining their grammatical classes",o,0,219,o,0,0.6969547,True,0.6969547,0.21952079,0.08352437
"For efficiency reasons we report results on sentences of length 30 words or less.10 The syntax-based method gives a BLEU (Papineni et al., 2002) score of 25.04, a 0.46 BLEU point gain over Pharoah",o,0,220,o,0,0.5634996,True,0.5634996,0.12975666,0.30674365
"The first is to align the words using a standard word alignement technique, such as the Refined Method described in (Och and Ney, 2003) (the intersection of two IBM Viterbi alignments, forward and reverse, enriched with alignments from the union) and then generate bi-phrases by combining together individual alignments that co-occur in the same pair of sentences",o,0,221,o,0,0.95590127,True,0.95590127,0.040115237,0.0039835996
"3 MaxEnt Model and Features 3.1 MaxEnt Model for NOR The principle of maximum entropy (MaxEnt) model is that given a collection of facts, choose a model consistent with all the facts, but otherwise as uniform as possible (Berger et al., 1996)",o,0,222,o,0,0.95285124,True,0.95285124,0.039103873,0.008044952
"2.2 Co-occurrence-based approaches The second class of algorithms uses cooccurrence statistics (Hindle 1990, Lin 1998)",o,0,223,o,0,0.96430755,True,0.96430755,0.032962568,0.002729785
"3.1 A History-Based Model The history-based (HB) approach which incorporates more context information has worked well in parsing (Collins, 1997; Charniak, 2000)",p,1,224,p,1,0.907128,True,0.07020683,0.907128,0.022665193
"1 Introduction Most recent approaches in SMT, eg (Koehn et al., 2003; Chiang, 2005), use a log-linear model to combine probabilistic features",o,0,225,o,0,0.509623,True,0.509623,0.48533678,0.005040273
"5We use deterministic sampling, which is useful for reproducibility and for minimum error rate training (Och, 2003)",o,0,226,o,0,0.8942954,True,0.8942954,0.102566235,0.003138335
"2 Related Work The Yarowsky algorithm (Yarowsky, 1995), originally proposed for word sense disambiguation, makes the assumption that it is very unlikely for two occurrences of a word in the same discourse to have different senses",o,0,227,o,0,0.91462994,True,0.91462994,0.06876466,0.01660544
"2.2 Closed Challenge Setting The organization provided training, development and test sets derived from the standard sections of the Penn TreeBank (Marcus et al. , 1993) and PropBank (Palmer et al. , 2005) corpora",o,0,228,o,0,0.96212435,True,0.96212435,0.034210578,0.0036650104
"Decoding with an SCFG (e.g. , translating from Chinese to English using the above grammar) can be cast as a parsing problem (see Section 3 for details), in which case we need to binarize a synchronous rule with more than two nonterminals to achieve polynomial time algorithms (Zhang et al. , 2006)",o,0,229,o,0,0.934317,True,0.934317,0.057244714,0.008438331
"Recall that the log likelihood of our model is:  d parenleftBigg Lorig(Dd;d) i (d,i ,i)2 2 2d parenrightBigg  i (,i)2 2 2 We now introduce a new variable d = d , and plug it into the equation for log likelihood:  d parenleftBigg Lorig(Dd;d +) i (d,i)2 2 2d parenrightBigg  i (,i)2 2 2 The result is the model of (Daume III, 2007), where the d are the domain-specific feature weights, and d are the domain-independent feature weights",o,0,230,o,0,0.9604552,True,0.9604552,0.034553785,0.004991027
im and Hovy (2007) predict the results of an election by analyzing forums discussing the election,o,0,231,o,0,0.95651174,True,0.95651174,0.039736208,0.0037519566
"In addition, Wu (1997) used a stochastic inversion transduction grammar to simultaneously parse the sentence pairs to get the word or phrase alignments",o,0,232,o,0,0.9565493,True,0.9565493,0.03960218,0.0038485916
"We annotated with the BIO tagging scheme used in syntactic chunkers (Ramshaw and Marcus, 1995)",o,0,233,o,0,0.9711699,True,0.9711699,0.02505393,0.0037761189
"Both left-corner strategy (Ratnaparkhi, 1997; Roark, 2001; Prolo, 2003; Henderson, 2003; Collins and Roark, 2004) and head-corner strategy (Henderson, 2000; Yamada and Matsumoto, 2003) were employed in incremental parsing",o,0,234,o,0,0.96629214,True,0.96629214,0.027744876,0.005963011
"We use only the words that are content words (nouns, verbs, or adjectives) and not in the stopword list used in ROUGE (Lin, 2004)",o,0,235,o,0,0.94619393,True,0.94619393,0.025289195,0.028516829
"Since then, supervised learning from sense-tagged corpora has since been used by several researchers: Zernik (1990, 1991), Hearst (1991), Leacock, Towell, and Voorhees (1993), Gale, Church, and Yarowsky (1992d, 1993), Bruce and Wiebe (1994), Miller et al",o,0,236,o,0,0.7937338,True,0.7937338,0.20245895,0.0038072392
"2 Syntactic-oriented evaluation metrics We investigated the following metrics oriented on the syntactic structure of a translation output:  POSBLEU The standard BLEU score (Papineni et al., 2002) calculated on POS tags instead of words;  POSP POS n-gram precision: percentage of POS ngrams in the hypothesis which have a counterpart in the reference;  POSR Recall measure based on POS n-grams: percentage of POS n-grams in the reference which are also present in the hypothesis;  POSF POS n-gram based F-measure: takes into account all POS n-grams which have a counter29 part, both in the reference and in the hypothesis",o,0,237,o,0,0.9685725,True,0.9685725,0.02619886,0.0052286005
"Some methods which can offer powerful reordering policies have been proposed like syntax based machine translation (Yamada and Knight, 2001) and Inversion Transduction Grammar (Wu, 1997)",p,1,238,p,1,0.91641587,True,0.07609213,0.91641587,0.0074919537
his upper bound is consistent with the upper limit of 50% found by Daume III and Marcu (2005) which takes into account stemming difference,o,0,239,o,0,0.90291715,True,0.90291715,0.042044826,0.05503797
"For example, Church and Hanks (1990) describe the use of the mutual information index for this purpose (cf",o,0,240,o,0,0.964911,True,0.964911,0.028581187,0.006507871
"On the other hand, according to the data-driven approach, a frequency-based language model is acquired from corpora and has the forms of ngrams (Church, 1988; Cutting et al. , 1992), rules (Hindle, 1989; Brill, 1995), decision trees (Cardie, 1994; Daelemans et al. , 1996) or neural networks (Schmid, 1994)",o,0,241,o,0,0.96435344,True,0.96435344,0.031101428,0.0045450376
.1 Candidate NPs Noun phrases were extracted using Ramshaw and Marcus's base NP chunker [Ramshaw and Marcus (1995),o,0,242,o,0,0.9648565,True,0.9648565,0.03143933,0.0037042447
"The BLEU metric (Papineni et al. , 2002) in MT has been particularly successful; for example MT05, the 2005 NIST MT evaluation exercise, used BLEU-4 as the only method of evaluation",p,1,243,p,1,0.9078124,True,0.07824067,0.9078124,0.01394689
ee Yarowsky (1995) for detail,o,0,244,o,0,0.9576736,True,0.9576736,0.038119335,0.004207096
"(Mann and Yarowsky, 2003; Chen and Martin, 2007; Baron and Freedman, 2008)",o,0,245,o,0,0.96528304,True,0.96528304,0.028725147,0.0059917895
ne approach constructs automatic thesauri by computing the similarity between words based on their distribution in a corpus (Hindle 1990; Lin 1998,o,0,246,o,0,0.9633895,True,0.9633895,0.033428352,0.003182182
 Related Work One of the first works that use statistical methods to detect implicit discourse relations is that of Marcu and Echihabi (2002,o,0,247,p,1,0.7127242,False,0.2791068,0.7127242,0.008168984
"1993; Chang et al. , 1992; Collins and Brooks, 1995; Fujisaki, 1989; Hindle and Rooth, 1991; Hindle and Rooth, 1993; Jelinek et al. , 1990; Magerman and Marcus, 1991; Magerman, 1995; Ratnaparkhi et al. , 1994; Resnik, 1993; Su and Chang, 1988)",o,0,248,o,0,0.95486736,True,0.95486736,0.02692925,0.018203456
"2 Discriminative Reordering Model Basic reordering models in phrase-based systems use linear distance as the cost for phrase movements (Koehn et al., 2003)",o,0,249,o,0,0.9608254,True,0.9608254,0.034707695,0.004466919
"We tuned Pharaohs four parameters using minimum error rate training (Och, 2003) on DEV.12 We obtained an increase of 0.8 9As in the POS features, we map each phrase pair to its majority constellation",o,0,250,o,0,0.9482566,True,0.9482566,0.045987982,0.005755368
"Specifically, aspect rating as an interesting topic has also been widely studied (Titov and McDonald, 2008a; Snyder and Barzilay, 2007; Goldberg and Zhu, 2006)",o,0,251,p,1,0.52451986,False,0.4674297,0.52451986,0.00805043
" Statistical Phrase-based Translation (Koehn et al. , 2003): Here phrase-based means subsequence-based, as there is no guarantee that the phrases learned by the model will have any relation to what we would think of as syntactic phrases",o,0,252,o,0,0.9222494,True,0.9222494,0.04221735,0.03553322
"7 Independently, Cutting et aL (1992) quote a performance of 800 words per second for their part-of-speech tagger based on hidden Markov models",o,0,253,o,0,0.93512374,True,0.93512374,0.0543552,0.01052101
"Although grammatical function and empty nodes annotation expressing long-distance dependencies are provided in Treebanks such as the Penn Treebank (Marcus et al. , 1993), most statistical Treebank trained parsers fully or largely ignore them 1, which entails two problems: first, the training cannot profit from valuable annotation data",o,0,254,n,2,0.79087186,False,0.16116646,0.04796164,0.79087186
"With these linguistic annotations, we expect the LABTG to address two traditional issues of standard phrase-based SMT (Koehn et al., 2003) in a more effective manner",n,2,255,o,0,0.49864262,False,0.49864262,0.4321718,0.06918555
"P (d)  P L (d) (4) Statistical approaches to language modeling have been used in much NLP research, such as machine translation (Brown et al. , 1993) and speech recognition (Bahl et al. , 1983)",o,0,256,o,0,0.82634944,True,0.82634944,0.17152897,0.0021216073
"They are not used in LN, but they are known to be useful for WSD (Tanaka et al., 2007; Magnini et al., 2002)",o,0,257,o,0,0.8610345,True,0.8610345,0.08522275,0.05374275
"We evaluate the string chosen by the log-linear model against the original treebank string in terms of exact match and BLEU score (Papineni et al., 821 Syntactic feature Type Definites Definite descriptions SIMPLE DEF simple definite descriptions POSS DEF simple definite descriptions with a possessive determiner (pronoun or possibly genitive name) DEF ATTR ADJ definite descriptions with adjectival modifier DEF GENARG definite descriptions with a genitive argument DEF PPADJ definite descriptions with a PP adjunct DEF RELARG definite descriptions including a relative clause DEF APP definite descriptions including a title or job description as well as a proper name (e.g. an apposition) Names PROPER combinations of position/title and proper name (without article) BARE PROPER bare proper names Demonstrative descriptions SIMPLE DEMON simple demonstrative descriptions MOD DEMON adjectivally modified demonstrative descriptions Pronouns PERS PRON personal pronouns EXPL PRON expletive pronoun REFL PRON reflexive pronoun DEMON PRON demonstrative pronouns (not: determiners) GENERIC PRON generic pronoun (man  one) DA PRON da-pronouns (darauf, daruber, dazu, ) LOC ADV location-referring pronouns TEMP ADV,YEAR Dates and times Indefinites SIMPLE INDEF simple indefinites NEG INDEF negative indefinites INDEF ATTR indefinites with adjectival modifiers INDEF CONTRAST indefinites with contrastive modifiers (einige  some, andere  other, weitere  further, ) INDEF PPADJ indefinites with PP adjuncts INDEF REL indefinites with relative clause adjunct INDEF GEN indefinites with genitive adjuncts INDEF NUM measure/number phrases INDEF QUANT quantified indefinites Table 5: An inventory of interesting syntactic characteristics in IS phrases Label 1 (+ features) Label 2 (+ features) B/A Total D-GIVEN-PRONOUN INDEF-REL 0 19 PERS PRON 39 INDEF ATTR 23 DA PRON 25 SIMPLE INDEF 17 DEMON PRON 19 GENERIC PRON 11 D-GIVEN-PRONOUN D-GIVEN-CATAPHOR 0.1 11 PERS PRON 39 SIMPLE DEF 13 DA PRON 25 DA PRON 10 DEMON PRON 19 GENERIC PRON 11 D-GIVEN-REFLEXIVE NEW 0.11 31 REFL PRON 54 SIMPLE INDEF 113 INDEF ATTR 53 INDEF NUM 32 INDEF PPADJ 26 INDEF GEN 25  Table 6: IS asymmetric pairs augmented with syntactic characteristics 822 2002)",o,0,258,o,0,0.9726394,True,0.9726394,0.024039444,0.003321199
"A variety of approaches have been investigated for speech summarization, for example, maximum entropy, conditional random fields, latent semantic analysis, support vector machines, maximum marginal relevance (Maskey and Hirschberg, 2003; Hori et al., 2003; Buist et al., 2005; Galley, 2006; Murray et al., 2005; Zhang et al., 2007; Xie and Liu, 2008)",o,0,259,o,0,0.9596093,True,0.9596093,0.03668493,0.00370575
"There has been considerable skepticism over whether WSD will actually improve performance of applications, but we are now starting to see improvement in performance due to WSD in cross-lingual information retrieval (Clough and Stevenson, 2004; Vossen et al., 2006) and machine translation (Carpuat and Wu, 2007; Chan et al., 2007) and we hope that other applications such as question-answering, text simplication and summarisation might also benet as WSD methods improve",p,1,260,p,1,0.50183254,True,0.47004893,0.50183254,0.028118579
"The Duluth Word Alignment System is a Perl implementation of IBM Model 2 (Brown et al. , 1993)",o,0,261,o,0,0.95805043,True,0.95805043,0.034845904,0.007103613
"After this conversion, we had 1000 positive and 1000 negative examples for each domain, the same balanced composition as the polarity dataset (Pang et al. , 2002)",o,0,262,o,0,0.9058874,True,0.9058874,0.06303902,0.031073535
"Most systems for automatic role-semantic analysis have used constituent syntax as in the Penn Treebank (Marcus et al., 1993), although there has also been much research on the use of shallow syntax (Carreras and Mrquez, 2004) in SRL",o,0,263,o,0,0.8371075,True,0.8371075,0.15867634,0.004216211
"The results are comparable to other results reported using the Inside/Outside method (Ramshaw and Marcus, 1995) (see Table 7",o,0,264,o,0,0.90742177,True,0.90742177,0.076263726,0.016314473
"Similarly, (Barzilay and Lee, 2003) and (Shinyanma et al. , 2002) learn sentence level paraphrase templates from a corpus of news articles stemming from different news source",o,0,265,o,0,0.96207905,True,0.96207905,0.034464646,0.0034562715
"Among all possible target strings, we will choose the one with the highest probability which is given by Bayes' decision rule (Brown et al 1993):,~ = argmaxP,'(e\]~lfg~)} = argmax {P,'(ef)",o,0,266,o,0,0.94622284,True,0.94622284,0.047224816,0.0065523377
"In the field of eomputationa.1 linguistics, mutual information \[Brown et al. , 1988\], 2 \[Church and Hanks, 1990\], or a likelihood ratio test \[Dunning, 199a\] are suggested",o,0,267,o,0,0.9562267,True,0.9562267,0.04065151,0.0031217248
"Using the log-linear form to model p(e|f) gives us the flexibility to introduce overlapping features that can represent global context while decoding (searching the space of candidate translations) and rescoring (ranking a set of candidate translations before performing the argmax operation), albeit at the cost of the traditional source-channel generative model of translation proposed in (Brown et al. , 1993)",o,0,268,n,2,0.76613736,False,0.17618117,0.05768145,0.76613736
"Given a weight vector w, the score wf(x,y) ranks possible labelings of x, and we denote by Yk,w(x) the set of k top scoring labelings for x. We use the standard B,I,O encoding for named entities (Ramshaw and Marcus, 1995)",o,0,269,o,0,0.93185884,True,0.93185884,0.059659068,0.008482139
"Most previous work on compositionality of MWEs either treat them as collocations (Smadja, 1993), or examine the distributional similarity between the expression and its constituents (McCarthy et al. , 2003; Baldwin et al. , 2003; Bannard et al. , 2003)",o,0,270,o,0,0.9607699,True,0.9607699,0.03151995,0.007710165
"Inspired by the conjunction and appositive structures, Riloff and Shepherd (1997), Roark and Charniak (1998) used cooccurrence statistics in local context to discover sibling relations",o,0,271,o,0,0.9612617,True,0.9612617,0.034059376,0.0046788454
"To compare the performance of different taggers learned by different mechanisms, one can measure the precision, recall and F-measure, given by precision = # correct predictions# predicted gene mentions recall = # correct predictions# true gene mentions F-measure = a96a15a14 precision a14 recallprecision a44 recall In our evaluation, we compared the proposed semi-supervised learning approach to the state of the art supervised CRF of McDonald and Pereira (2005), and also to self-training (Celeux and Govaert 1992; Yarowsky 1995), using the same feature set as (McDonald and Pereira 2005)",o,0,272,o,0,0.7175008,True,0.7175008,0.25846958,0.024029678
"However, other types of nonlocal information have also been shown to be effective (Finkel et al. , 2005) and we will examine the effectiveness of other non-local information which can be embedded into label information",o,0,273,p,1,0.7512032,False,0.23305303,0.7512032,0.015743723
"This decomposition applies both to discriminative linear models and to generative models such as HMMs and CRFs, in which case the linear sum corresponds to log likelihood assigned to the input/output pair by the model (for details see (Roth, 1999) for the classi cation case and (Collins, 2002) for the structured case)",o,0,274,o,0,0.9689775,True,0.9689775,0.027243918,0.0037786486
"Note that although the source of the data is the same as in Section 5, as Yarowsky (1995) did",o,0,275,o,0,0.8428326,True,0.8428326,0.02987209,0.1272953
"All features encountered in the training data are ranked in the DL (best evidence first) according to the following loglikelihood ratio (Yarowsky, 1995): Log Pr(reading i jfeature k ) P j6=i Pr(reading j jfeature k ) We estimated probabilities via maximum likelihood, adopting a simple smoothing method (Martinez and Agirre, 2000): 0.1 is added to both the denominator and numerator",o,0,276,o,0,0.9562907,True,0.9562907,0.039994646,0.0037146362
"This alignment representation is a generalization of the baseline alignments described in (Brown et al. , 1993) and allows for many-to-many alignments",o,0,277,o,0,0.9377541,True,0.9377541,0.047754377,0.0144915525
"To tackle this problem, we defined 2The best results of Collins and Roark (2004) (LR=88.4%, LP=89.1% and F=88.8%) are achieved when the parser utilizes the information about the final punctuation and the look-ahead",o,0,278,p,1,0.593233,False,0.39210308,0.593233,0.014663947
"POS tagging and phrase chunking in English were done using the trained systems provided with the fnTBL Toolkit (Ngai and Florian, 2001); both were trained from the annotated Penn Treebank corpus (Marcus et al. , 1993)",o,0,279,o,0,0.9591128,True,0.9591128,0.0372479,0.003639295
"Probabilistic models where probabilities are assigned to the CFG backbone of the unification-based grammar have been developed (Kasper et al. , 1996; Briscoe and Carroll, 1993; Kiefer et al. , 2002), and the most probable parse is found by PCFG parsing",o,0,280,o,0,0.94512,True,0.94512,0.051040053,0.0038399238
"3.1 Generation using PHARAOH PHARAOH (Koehn et al. , 2003) is an SMT system that uses phrases as basic translation units",o,0,281,o,0,0.96287286,True,0.96287286,0.0344489,0.002678229
"For this reason, name classification has been studied in solving the named entity extraction task in the NLP and information extraction communities (see, for example, (Collins and Singer, 1999; Cucerzan and Yarowsky, 1999) and various approaches reported in the MUC conferences (MUC-6, 1995))",o,0,282,o,0,0.88082385,True,0.88082385,0.11447201,0.004704106
"The K&M model creates a packed parse forest of all possible compressions that are grammatical with respect to the Penn Treebank (Marcus et al. , 1993)",o,0,283,o,0,0.9568654,True,0.9568654,0.034305084,0.008829653
"Furthermore, Bikel (2004) provides evidence that lexical information (in the form of bi-lexical dependencies) only makes a small contribution to the performance of parsing models such as Collinss (1997)",o,0,284,n,2,0.42010316,False,0.35497355,0.22492334,0.42010316
"(Farach et al. , 1995; Wyner, in press) describe a novel algorithm for entropy estimation for which they claim very fast convergence time; using no more than about five pages of text, they can achieve nearly the same accuracy as (Brown et al. , 1992)",o,0,285,o,0,0.5336444,True,0.5336444,0.35323444,0.113121234
"We used minimum error rate training (Och, 2003) and the A* beam search decoder implemented by Koehn (Koehn et al., 2003)",o,0,286,o,0,0.9668063,True,0.9668063,0.029250313,0.0039434065
"(Wu, 1997; Yamada and Knight, 2001; Gildea, 2003; Melamed, 2004; Graehl and Knight, 2004; Galley et al. , 2006)",o,0,287,o,0,0.96594363,True,0.96594363,0.02631982,0.007736559
"The model weights of the transducer are tuned based on the development set using a grid-based line search, and the translation results are evaluated based on a single Chinese reference6 using BLEU-4 (Papineni et al., 2002)",o,0,288,o,0,0.97138065,True,0.97138065,0.024326945,0.004292389
"This similarity score is computed as a max over a number of component scoring functions, some based on external lexical resources, including:  various string similarity functions, of which most are applied to word lemmas  measures of synonymy, hypernymy, antonymy, and semantic relatedness, including a widelyused measure due to Jiang and Conrath (1997), based on manually constructed lexical resources such as WordNet and NomBank  a function based on the well-known distributional similarity metric of Lin (1998), which automatically infers similarity of words and phrases from their distributions in a very large corpus of English text The ability to leverage external lexical resources both manually and automatically constructedis critical to the success of MANLI",p,1,289,p,1,0.86857045,True,0.12343033,0.86857045,0.007999257
"This formulation is similar to the energy minimization framework, which is commonly used in image analysis (Besag, 1986; Boykov et al. , 1999) and has been recently applied in natural language processing (Pang and Lee, 2004)",o,0,290,o,0,0.772063,True,0.772063,0.22490267,0.0030343696
"7.1.3 Similarity via pagerank Pagerank (Page et al., 1998) is the celebrated citation ranking algorithm that has been applied to several natural language problems from summarization (Erkan and Radev, 2004) to opinion mining (Esuli and Sebastiani, 2007) to our task of lexical relatedness (Hughes and Ramage, 2007)",o,0,291,p,1,0.87904817,False,0.11598363,0.87904817,0.0049682045
"(Elhadad et al., 2001; Clarke and Lapata, 2007; Madnani et al., 2007))",o,0,292,o,0,0.97181064,True,0.97181064,0.022157038,0.006032308
"The class labeling system in our experiment is IOB2 (Sang, 2000), which is a variation of IOB (Ramshaw and Marcus, 1995)",o,0,293,o,0,0.97361743,True,0.97361743,0.0208584,0.005524228
"The main reason behind this lies in the difference between the two corpora used: Penn Treebank (Marcus et al. , 1993) and EDR corpus (EDR, 1995)",o,0,294,o,0,0.6247858,True,0.6247858,0.33507752,0.040136717
"While Galley (2004) describes extracting treeto-string rules from 1-best trees, Mi and Huang et al",o,0,295,o,0,0.9526883,True,0.9526883,0.04078512,0.0065266206
"The HWC metrics compare dependency and constituency trees for both reference and machine translations (Liu and Gildea, 2005)",o,0,296,o,0,0.964139,True,0.964139,0.02873316,0.0071278447
"The first constraints are based on inversion transduction grammars (ITG) (Wu, 1995; Wu, 1997)",o,0,297,o,0,0.96864355,True,0.96864355,0.02858207,0.0027743818
"Distortion models were first proposed by (Brown et al. , 1993) in the so-called IBM Models",o,0,298,o,0,0.7820288,True,0.7820288,0.21421275,0.0037584284
"optimization approaches which aim at selecting those examples that optimize some (algorithm-dependent) objective function, such as prediction variance (Cohn et al. , 1996), and heuristic methods with uncertainty sampling (Lewis and Catlett, 1994) and query-by-committee (QBC) (Seung et al. , 1992) just to name the most prominent ones",o,0,299,o,0,0.879516,True,0.879516,0.11644268,0.004041271
"(Ramshaw and Marcus, 1995) shows that baseNP recognition (Fz=I =92.0) is easier than finding both NP and VP chunks (Fz=1=88.1) and that increasing the size of the training data increases the performance on the test set",p,1,300,n,2,0.4917099,False,0.35201028,0.1562799,0.4917099
"The unlabeled data for English we use is the union of the Penn Treebank tagged WSJ data (Marcus et al., 1993) and the BLLIP corpus.5 For the rest of the languages we use only the text of George Orwells novel 1984, which is provided in morphologically disambiguated form as part of MultextEast (but we dont use the annotations)",o,0,301,o,0,0.9256896,True,0.9256896,0.05853792,0.015772587
"a22 a14 is the sufficient statistic of a16 a14 . Then, we can rewrite a2a24a3 a10a27 a42a7 a25 as: a5a7a6a9a8a11a10 a23 a3 a10 a7 a15 a27 a25a18a17a26a25 a12a28a27 a5a7a6a29a8a30a10 a23 a3 a10 a7 a15 a27 a25a18a17 . 3 Loss Functions for Label Sequences Given the theoretical advantages of discriminative models over generative models and the empirical support by (Klein and Manning, 2002), and that CRFs are the state-of-the-art among discriminative models for label sequences, we chose CRFs as our model, and trained by optimizing various objective functions a31 a3 a10a36 a25 with respect to the corpus a36 . The application of these models to the label sequence problems vary widely",o,0,302,o,0,0.59242797,True,0.59242797,0.37583536,0.031736627
